GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,season_id,season_type
Players,1628995,Kevin Knox II,Kevin,1610612737,ATL,22.0,1,0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,470,241,245,158,317,1,1,1,437,199,1,1,344,438,2021-22,Regular%20Season
Players,201567,Kevin Love,Kevin,1610612739,CLE,33.0,16,8,8,0.5,1.6,0.1,0.1,0.0,0.1,1.0,0.6,0.4,1.5,0.0,0.1,0.1,0.2,1.4,207,200,282,206,376,179,188,158,292,332,180,326,361,199,357,125,237,301,2021-22,Regular%20Season
Players,1630698,Kevin Pangos,Kevin,1610612739,CLE,29.0,2,1,1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,408,375,38,206,483,241,245,158,317,1,1,1,437,199,1,1,71,361,2021-22,Regular%20Season
Players,1629645,Kevin Porter Jr.,Kevin,1610612745,HOU,22.0,22,9,13,0.409,3.9,0.3,0.1,0.4,0.5,2.3,1.5,0.7,3.9,0.0,0.1,0.5,0.4,2.5,152,173,380,326,50,103,210,12,160,489,468,427,30,199,441,444,131,164,2021-22,Regular%20Season
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,26.0,27,17,10,0.63,2.0,0.0,0.3,0.0,0.6,0.4,0.9,0.4,1.7,0.0,0.0,0.3,0.2,1.3,93,43,322,96,340,241,98,158,124,129,317,281,340,175,317,228,239,324,2021-22,Regular%20Season
Players,203920,Khem Birch,Khem,1610612761,TOR,29.0,9,6,3,0.667,2.8,0.4,0.6,0.0,0.4,0.9,1.3,0.2,2.2,0.0,0.1,0.1,0.2,1.9,279,231,139,74,229,37,20,158,162,303,438,211,244,199,423,121,202,237,2021-22,Regular%20Season
Players,203114,Khris Middleton,Khris,1610612749,MIL,30.0,34,21,13,0.618,2.6,0.2,0.2,0.1,0.3,0.7,0.8,0.1,1.8,0.0,0.0,0.4,0.3,3.2,32,17,380,109,256,119,155,120,226,241,258,181,322,190,1,320,153,100,2021-22,Regular%20Season
Players,1630165,Killian Hayes,Killian,1610612765,DET,20.0,23,10,13,0.435,2.6,0.0,0.1,0.0,0.2,1.3,1.3,0.5,2.6,0.1,0.0,0.5,0.2,1.3,137,156,380,301,248,235,184,158,277,421,428,372,184,96,1,410,245,323,2021-22,Regular%20Season
Players,1629681,Killian Tillie,Killian,1610612763,MEM,24.0,2,2,0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,408,339,1,1,442,241,245,158,317,1,1,1,437,199,1,1,344,291,2021-22,Regular%20Season
Players,202691,Klay Thompson,Klay,1610612744,GSW,32.0,16,5,11,0.313,3.5,0.4,0.6,0.0,0.1,0.9,1.2,0.3,3.6,0.1,0.0,0.3,0.2,2.5,207,247,349,407,106,56,19,158,292,319,412,222,48,137,1,279,237,155,2021-22,Regular%20Season
Players,1627739,Kris Dunn,Kris,1610612757,POR,28.0,6,1,5,0.167,1.7,0.0,0.0,0.0,0.0,0.7,1.0,0.3,2.0,0.0,0.2,0.2,0.0,0.2,326,375,211,438,372,241,245,158,317,214,334,255,261,199,452,150,344,430,2021-22,Regular%20Season
Players,204001,Kristaps Porzingis,Kristaps,1610612764,WAS,26.0,20,9,11,0.45,3.2,0.2,0.3,0.1,1.5,1.2,1.1,0.2,2.5,0.3,0.0,0.5,0.5,4.4,171,173,349,287,146,133,72,110,14,406,374,197,203,15,1,415,97,44,2021-22,Regular%20Season
Players,203937,Kyle Anderson,Kyle,1610612763,MEM,28.0,19,13,6,0.684,2.4,0.0,0.3,0.0,0.2,0.7,0.4,0.3,1.8,0.2,0.1,0.3,0.1,2.4,184,97,239,71,284,241,66,158,264,242,141,250,326,57,343,280,307,171,2021-22,Regular%20Season
Players,1629657,Kyle Guy,Kyle,1610612748,MIA,24.0,3,1,2,0.333,0.5,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,383,375,100,378,455,241,245,158,317,214,204,1,374,199,1,1,344,438,2021-22,Regular%20Season
Players,1628398,Kyle Kuzma,Kyle,1610612764,WAS,26.0,36,22,14,0.611,3.9,0.3,0.3,0.0,0.4,1.4,1.1,0.4,3.3,0.1,0.0,0.3,0.5,4.3,17,10,401,113,52,100,49,158,162,440,376,288,66,76,1,274,71,47,2021-22,Regular%20Season
Players,200768,Kyle Lowry,Kyle,1610612748,MIA,36.0,26,16,10,0.615,3.5,0.3,0.2,0.1,0.9,1.0,0.7,0.5,2.0,0.0,0.1,0.3,0.5,3.4,101,57,322,110,109,105,143,134,70,369,227,376,261,199,379,314,95,84,2021-22,Regular%20Season
Players,202681,Kyrie Irving,Kyrie,1610612751,BKN,30.0,15,5,10,0.333,3.5,0.5,0.3,0.1,0.9,0.7,0.8,0.5,2.4,0.1,0.0,0.2,0.7,3.9,214,247,322,378,105,32,49,88,67,239,266,345,217,130,1,165,32,64,2021-22,Regular%20Season
Players,200746,LaMarcus Aldridge,LaMarcus,1610612751,BKN,36.0,16,10,6,0.625,3.5,0.1,0.4,0.0,0.9,0.6,1.1,0.5,2.6,0.3,0.1,0.4,0.5,4.4,207,156,239,98,108,179,43,158,75,205,393,353,181,20,357,339,71,42,2021-22,Regular%20Season
Players,1630163,LaMelo Ball,LaMelo,1610612766,CHA,20.0,31,16,15,0.516,4.0,0.5,0.1,0.1,0.5,0.7,1.3,0.5,2.6,0.1,0.1,0.6,0.5,4.0,55,57,420,202,45,35,187,144,147,236,437,382,175,136,410,451,88,62,2021-22,Regular%20Season
Players,1630205,Lamar Stevens,Lamar,1610612739,CLE,24.0,14,7,7,0.5,1.5,0.1,0.0,0.0,0.0,0.4,0.5,0.1,1.1,0.2,0.1,0.2,0.1,1.6,224,211,255,206,390,224,245,158,317,125,164,185,396,26,446,187,269,270,2021-22,Regular%20Season
Players,202362,Lance Stephenson,Lance,1610612754,IND,31.0,7,1,6,0.143,4.1,0.0,0.4,0.0,0.0,0.9,1.0,1.1,6.0,0.0,0.0,0.6,0.1,3.0,305,375,239,440,41,241,31,158,317,292,334,483,4,199,1,449,269,119,2021-22,Regular%20Season
Players,1629013,Landry Shamet,Landry,1610612756,PHX,25.0,12,9,3,0.75,2.1,0.0,0.3,0.0,0.2,0.8,0.9,0.3,1.7,0.0,0.1,0.1,0.3,0.7,244,173,139,54,326,241,102,158,279,244,311,255,344,199,391,116,184,389,2021-22,Regular%20Season
Players,204038,Langston Galloway,Langston,1610612749,MIL,30.0,1,0,1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,441,241,245,158,317,1,1,1,437,199,1,1,344,438,2021-22,Regular%20Season
Players,1626204,Larry Nance Jr.,Larry,1610612740,NOP,29.0,13,7,6,0.538,1.4,0.2,0.2,0.0,0.5,1.0,0.5,0.5,1.1,0.0,0.0,0.0,0.1,0.8,235,211,239,193,398,163,169,158,158,332,173,341,400,199,1,1,326,381,2021-22,Regular%20Season
Players,1628374,Lauri Markkanen,Lauri,1610612739,CLE,25.0,30,15,15,0.5,3.1,0.4,0.4,0.2,0.3,0.7,0.8,0.4,2.5,0.1,0.0,0.4,0.4,3.4,63,68,420,206,160,59,44,58,210,233,260,295,197,84,311,335,130,86,2021-22,Regular%20Season
Players,2544,LeBron James,LeBron,1610612747,LAL,37.0,31,14,17,0.452,4.7,0.5,0.4,0.4,1.4,1.4,1.6,1.1,3.9,0.2,0.1,0.3,0.8,6.1,55,82,454,285,13,35,42,11,19,447,471,481,33,41,438,260,24,11,2021-22,Regular%20Season
Players,1630195,Leandro Bolmaro,Leandro,1610612750,MIN,21.0,3,1,2,0.333,1.6,0.0,0.7,0.0,0.7,0.0,0.0,1.0,2.7,0.0,0.0,0.0,0.0,1.1,383,375,100,378,378,241,10,158,102,1,1,472,164,199,1,1,344,356,2021-22,Regular%20Season
Players,1629623,Lindell Wigginton,Lindell,1610612749,MIL,24.0,2,1,1,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,375,38,206,461,241,245,158,317,1,1,1,437,199,1,1,344,438,2021-22,Regular%20Season
Players,1630322,Lindy Waters III,Lindy,1610612760,OKC,24.0,2,0,2,0.0,2.6,0.0,0.0,1.0,1.0,1.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.8,408,448,100,448,257,241,245,3,52,452,1,1,93,199,1,1,344,251,2021-22,Regular%20Season
Players,1629022,Lonnie Walker IV,Lonnie,1610612759,SAS,23.0,20,7,13,0.35,3.4,0.1,0.3,0.2,0.4,0.8,1.4,0.1,4.0,0.1,0.1,0.4,0.5,2.7,171,211,380,373,118,198,72,80,176,244,444,177,19,155,411,318,97,141,2021-22,Regular%20Season
Players,1628366,Lonzo Ball,Lonzo,1610612741,CHI,24.0,16,10,6,0.625,3.2,0.0,0.0,0.1,0.1,0.6,0.5,0.3,2.9,0.0,0.1,0.4,0.1,1.9,207,156,239,98,141,241,245,91,292,205,164,222,127,199,357,389,335,233,2021-22,Regular%20Season
Players,101150,Lou Williams,Lou,1610612737,ATL,35.0,5,3,2,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,343,304,100,125,449,241,245,158,317,1,1,1,437,199,1,1,212,425,2021-22,Regular%20Season
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,23.0,25,12,13,0.48,3.5,0.4,0.2,0.1,1.0,1.1,1.3,0.3,3.6,0.2,0.1,0.7,0.6,3.8,111,113,380,263,107,47,113,128,50,376,435,236,49,55,387,472,52,66,2021-22,Regular%20Season
Players,1629029,Luka Doncic,Luka,1610612742,DAL,23.0,29,21,8,0.724,3.2,0.2,0.2,0.0,1.4,0.9,0.9,0.4,3.0,0.0,0.1,0.2,0.4,4.3,70,17,282,60,153,115,134,158,16,318,294,285,103,182,366,157,99,49,2021-22,Regular%20Season
Players,1630568,Luka Garza,Luka,1610612765,DET,23.0,3,1,2,0.333,3.8,0.0,1.3,0.0,0.7,0.7,4.0,0.0,1.3,0.0,0.0,1.0,0.3,2.3,383,375,100,378,63,241,3,158,102,214,494,1,374,199,1,477,138,188,2021-22,Regular%20Season
Players,1628379,Luke Kennard,Luke,1610612746,LAC,26.0,35,19,16,0.543,2.8,0.2,0.1,0.1,0.1,0.5,1.1,0.2,2.6,0.0,0.0,0.1,0.1,1.7,27,32,438,191,213,133,174,124,315,160,378,197,180,199,1,123,269,259,2021-22,Regular%20Season
Players,1628436,Luke Kornet,Luke,1610612738,BOS,26.0,1,0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,438,448,38,448,468,241,245,158,317,1,1,1,261,199,1,477,344,438,2021-22,Regular%20Season
Players,1630644,Mac McClung,Mac,1610612747,LAL,23.0,1,1,0,1.0,5.9,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,438,375,1,1,4,241,245,1,3,471,1,490,437,199,1,493,344,438,2021-22,Regular%20Season
Players,1630201,Malachi Flynn,Malachi,1610612761,TOR,24.0,3,1,2,0.333,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.3,0.0,0.0,0.3,0.0,0.4,383,375,100,378,339,241,245,158,317,1,481,1,66,199,1,289,344,418,2021-22,Regular%20Season
Players,1627763,Malcolm Brogdon,Malcolm,1610612754,IND,29.0,17,5,12,0.294,4.9,0.5,0.3,0.1,1.5,0.6,1.9,0.5,3.9,0.1,0.1,0.3,0.6,6.0,202,247,365,411,10,31,79,98,13,211,480,374,31,74,430,265,44,12,2021-22,Regular%20Season
Players,1630792,Malcolm Hill,Malcolm,1610612741,CHI,26.0,2,0,2,0.0,1.3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,408,448,100,448,413,241,245,158,52,332,334,1,437,199,1,1,344,281,2021-22,Regular%20Season
Players,1627736,Malik Beasley,Malik,1610612750,MIN,25.0,22,9,13,0.409,2.4,0.1,0.4,0.0,0.1,0.6,1.0,0.4,1.7,0.0,0.0,0.1,0.1,1.3,152,173,380,326,290,174,35,158,304,192,334,275,335,163,330,131,284,327,2021-22,Regular%20Season
Players,1628370,Malik Monk,Malik,1610612747,LAL,24.0,38,18,20,0.474,3.6,0.2,0.1,0.3,0.5,1.0,0.8,0.7,3.4,0.0,0.1,0.3,0.3,2.2,9,39,484,267,92,118,200,40,144,332,257,435,65,198,384,280,156,202,2021-22,Regular%20Season
Players,1629603,Mamadi Diakite,Mamadi,1610612760,OKC,25.0,1,1,0,1.0,1.8,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.2,438,375,1,1,358,241,245,158,317,471,481,1,261,199,1,477,8,101,2021-22,Regular%20Season
Players,202694,Marcus Morris Sr.,Marcus,1610612746,LAC,32.0,24,14,10,0.583,3.7,0.2,0.3,0.0,0.1,0.9,0.9,0.5,3.5,0.1,0.0,0.3,0.3,2.4,128,82,322,143,78,153,49,158,307,296,311,377,56,67,1,209,138,177,2021-22,Regular%20Season
Players,203935,Marcus Smart,Marcus,1610612738,BOS,28.0,28,11,17,0.393,4.6,0.3,0.1,0.1,0.4,1.3,1.5,0.6,2.9,0.0,0.1,0.4,0.6,3.3,79,136,454,344,16,94,199,139,204,433,458,390,117,199,446,381,60,94,2021-22,Regular%20Season
Players,202693,Markieff Morris,Markieff,1610612748,MIA,32.0,1,0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,470,241,245,158,317,1,1,1,437,199,1,1,344,438,2021-22,Regular%20Season
Players,1630210,Markus Howard,Markus,1610612743,DEN,23.0,1,0,1,0.0,6.3,2.0,0.0,2.0,2.0,2.0,0.0,2.0,6.0,0.0,1.0,1.0,1.0,8.2,438,448,38,448,2,1,245,1,3,471,1,490,4,199,495,477,8,2,2021-22,Regular%20Season
Players,1627737,Marquese Chriss,Marquese,1610612742,DAL,24.0,2,0,2,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,1.5,408,448,100,448,431,241,245,158,317,1,1,1,261,199,1,415,344,291,2021-22,Regular%20Season
Players,1628963,Marvin Bagley III,Marvin,1610612765,DET,23.0,16,7,9,0.438,4.1,0.3,0.0,0.1,1.1,1.1,0.9,0.4,3.9,0.1,0.1,0.4,0.3,3.0,207,211,298,299,39,82,245,91,32,388,320,326,32,137,357,339,184,113,2021-22,Regular%20Season
Players,1630222,Mason Jones,Mason,1610612747,LAL,23.0,1,1,0,1.0,5.9,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,8.3,438,375,1,1,4,241,245,158,317,471,1,490,437,199,1,493,1,1,2021-22,Regular%20Season
Players,203486,Mason Plumlee,Mason,1610612766,CHA,32.0,24,12,12,0.5,2.6,0.0,0.1,0.0,0.8,0.4,0.8,0.5,2.4,0.0,0.0,0.5,0.1,1.6,128,113,365,206,265,241,220,158,93,142,282,353,216,169,1,415,320,286,2021-22,Regular%20Season
Players,1629680,Matisse Thybulle,Matisse,1610612755,PHI,25.0,27,17,10,0.63,2.8,0.1,0.0,0.1,0.4,0.6,0.4,0.5,1.9,0.0,0.0,0.4,0.2,1.7,93,43,322,96,225,167,245,137,199,194,156,371,319,175,1,391,239,269,2021-22,Regular%20Season
Players,1629744,Matt Thomas,Matt,1610612741,CHI,27.0,5,3,2,0.6,0.4,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.2,0.2,343,304,100,125,458,133,245,158,317,131,145,1,428,199,1,1,212,430,2021-22,Regular%20Season
Players,203090,Maurice Harkless,Maurice,1610612758,SAC,29.0,9,3,6,0.333,0.7,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.3,0.0,0.0,0.2,0.0,0.0,279,304,239,378,446,241,245,158,317,151,113,1,374,199,1,192,344,438,2021-22,Regular%20Season
Players,1629622,Max Strus,Max,1610612748,MIA,26.0,19,12,7,0.632,2.7,0.0,0.0,0.0,0.0,0.6,0.3,0.2,1.4,0.1,0.0,0.4,0.2,1.9,184,113,255,93,237,241,245,158,317,208,121,208,373,80,1,336,257,234,2021-22,Regular%20Season
Players,1628467,Maxi Kleber,Maxi,1610612742,DAL,30.0,22,11,11,0.5,2.9,0.0,0.1,0.0,0.0,0.8,1.1,0.2,2.5,0.1,0.0,0.3,0.2,2.4,152,136,349,206,202,241,179,158,317,277,384,216,193,93,1,237,201,176,2021-22,Regular%20Season
Players,1630593,McKinley Wright IV,McKinley,1610612750,MIN,23.0,1,0,1,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,438,448,38,448,23,241,245,158,317,1,1,490,2,199,1,1,344,114,2021-22,Regular%20Season
Players,1630695,Micah Potter,Micah,1610612765,DET,24.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,375,1,1,487,241,245,158,317,1,1,1,437,199,1,1,344,438,2021-22,Regular%20Season
Players,1629008,Michael Porter Jr.,Michael,1610612743,DEN,24.0,3,2,1,0.667,3.6,0.0,0.0,0.0,0.0,0.7,0.0,0.7,1.3,0.0,0.0,0.0,0.0,2.1,383,339,38,74,91,241,245,158,317,214,1,417,374,199,1,1,344,210,2021-22,Regular%20Season
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,25.0,39,32,7,0.821,3.0,0.4,0.1,0.1,0.9,0.9,1.0,0.2,2.4,0.1,0.0,0.4,0.2,2.6,5,1,255,43,188,64,204,108,70,324,333,207,226,83,1,350,261,147,2021-22,Regular%20Season
Players,201144,Mike Conley,Mike,1610612762,UTA,34.0,34,16,18,0.471,3.6,0.4,0.2,0.0,0.6,0.9,0.9,0.6,2.9,0.0,0.1,0.4,0.4,4.1,32,57,467,269,81,67,155,158,125,291,288,394,114,190,351,320,124,51,2021-22,Regular%20Season
Players,203488,Mike Muscala,Mike,1610612760,OKC,30.0,17,8,9,0.471,2.4,0.1,0.0,0.2,0.4,1.1,0.8,0.4,2.9,0.1,0.0,0.4,0.5,2.5,202,200,298,269,283,185,245,66,205,386,279,311,114,141,1,373,92,160,2021-22,Regular%20Season
Players,1628970,Miles Bridges,Miles,1610612766,CHA,24.0,34,17,17,0.5,4.4,0.4,0.3,0.3,1.0,0.8,1.5,0.6,3.6,0.1,0.1,0.4,0.6,4.5,32,43,454,206,19,40,97,39,52,279,461,394,51,141,399,320,55,39,2021-22,Regular%20Season
Players,1630540,Miles McBride,Miles,1610612752,NYK,21.0,3,2,1,0.667,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,383,339,38,74,374,241,245,158,317,1,1,1,437,199,1,1,344,375,2021-22,Regular%20Season
Players,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,24.0,26,11,15,0.423,3.2,0.0,0.5,0.0,0.6,0.8,0.9,0.7,2.6,0.1,0.1,0.5,0.1,2.6,101,136,420,317,145,241,26,158,121,290,314,439,182,75,379,403,296,148,2021-22,Regular%20Season
Players,1628964,Mo Bamba,Mo,1610612753,ORL,24.0,20,7,13,0.35,3.7,0.1,0.3,0.0,0.5,0.8,1.2,0.4,2.4,0.4,0.1,0.3,0.1,3.9,171,211,380,373,71,198,72,158,149,244,414,295,217,10,338,267,308,65,2021-22,Regular%20Season
Players,1628420,Monte Morris,Monte,1610612743,DEN,27.0,35,21,14,0.6,3.6,0.3,0.1,0.1,0.6,1.2,0.8,0.9,3.4,0.0,0.1,0.1,0.3,2.8,27,17,401,125,80,71,219,100,129,399,266,461,64,199,350,135,183,130,2021-22,Regular%20Season
Players,1626149,Montrezl Harrell,Montrezl,1610612766,CHA,28.0,23,13,10,0.565,3.2,0.2,0.4,0.2,1.0,1.3,0.8,0.4,2.9,0.2,0.1,0.3,0.5,3.2,137,97,322,167,142,127,41,67,49,430,280,290,129,47,398,229,68,99,2021-22,Regular%20Season
Players,1629021,Moritz Wagner,Moritz,1610612753,ORL,25.0,5,2,3,0.4,0.9,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.6,343,339,139,332,436,241,245,158,317,466,1,1,428,32,1,359,344,395,2021-22,Regular%20Season
Players,1629650,Moses Brown,Moses,1610612739,CLE,22.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,489,241,245,158,317,1,1,1,437,199,1,1,344,438,2021-22,Regular%20Season
Players,1630541,Moses Moody,Moses,1610612744,GSW,20.0,5,1,4,0.2,2.7,0.0,0.0,0.0,0.4,1.4,0.8,0.4,2.8,0.0,0.0,0.2,0.2,2.2,343,375,177,429,241,241,245,158,176,446,266,295,140,199,1,165,212,204,2021-22,Regular%20Season
Players,1628539,Mychal Mulder,Mychal,1610612748,MIA,28.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,438,448,38,448,492,241,245,158,317,1,1,1,437,199,1,477,344,438,2021-22,Regular%20Season
Players,1626167,Myles Turner,Myles,1610612754,IND,26.0,19,4,15,0.211,2.8,0.1,0.1,0.2,0.2,0.7,1.1,0.3,2.3,0.1,0.1,0.3,0.0,1.4,184,275,420,428,228,193,200,78,264,228,389,229,230,152,343,231,344,308,2021-22,Regular%20Season
Players,1630230,Naji Marshall,Naji,1610612740,NOP,24.0,7,3,4,0.429,1.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.4,0.0,0.0,0.3,0.1,0.9,305,304,177,305,409,241,245,158,317,106,1,1,369,199,1,248,269,376,2021-22,Regular%20Season
Players,1629642,Nassir Little,Nassir,1610612757,POR,22.0,12,7,5,0.583,2.2,0.2,0.0,0.2,0.2,1.3,0.8,0.3,1.3,0.0,0.0,0.2,0.3,0.8,244,211,211,143,315,153,245,70,279,416,282,255,374,199,1,150,184,381,2021-22,Regular%20Season
Players,1630233,Nathan Knight,Nathan,1610612750,MIN,24.0,1,0,1,0.0,4.3,1.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,1.0,1.0,1.0,5.4,438,448,38,448,23,4,245,158,3,1,1,490,2,199,495,477,8,18,2021-22,Regular%20Season
Players,1629675,Naz Reid,Naz,1610612750,MIN,22.0,15,7,8,0.467,1.6,0.0,0.1,0.0,0.3,0.5,0.9,0.3,1.5,0.1,0.0,0.3,0.2,1.3,214,211,282,274,381,241,181,158,235,176,318,255,367,130,1,234,212,320,2021-22,Regular%20Season
Players,1629674,Neemias Queta,Neemias,1610612758,SAC,22.0,2,1,1,0.5,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,408,375,38,206,407,241,245,158,317,332,1,1,261,199,1,1,344,438,2021-22,Regular%20Season
Players,202357,Nemanja Bjelica,Nemanja,1610612744,GSW,34.0,8,5,3,0.625,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.7,293,247,139,98,445,241,245,158,317,1,114,1,435,199,1,209,344,391,2021-22,Regular%20Season
Players,203457,Nerlens Noel,Nerlens,1610612752,NYK,28.0,4,2,2,0.5,2.6,0.0,0.0,0.0,0.0,0.5,2.5,0.0,2.0,0.3,0.0,0.3,0.0,2.6,369,339,100,206,247,241,245,158,317,161,492,1,261,20,1,209,344,149,2021-22,Regular%20Season
Players,1629651,Nic Claxton,Nic,1610612751,BKN,23.0,15,8,7,0.533,3.0,0.0,0.4,0.0,0.8,0.7,0.4,0.3,2.7,0.1,0.1,0.4,0.3,2.5,214,200,255,195,194,241,36,158,82,214,145,230,164,130,364,359,178,166,2021-22,Regular%20Season
Players,1629638,Nickeil Alexander-Walker,Nickeil,1610612762,UTA,23.0,13,3,10,0.231,1.9,0.0,0.0,0.0,0.2,0.6,0.4,0.0,1.2,0.0,0.1,0.2,0.2,0.9,235,304,322,426,351,241,245,158,285,202,143,1,389,199,379,199,261,379,2021-22,Regular%20Season
Players,201587,Nicolas Batum,Nicolas,1610612746,LAC,33.0,23,14,9,0.609,2.5,0.3,0.1,0.0,0.0,0.7,0.6,0.4,3.0,0.1,0.0,0.2,0.0,2.4,137,82,298,119,274,107,184,158,317,212,181,324,108,96,1,158,340,173,2021-22,Regular%20Season
Players,203999,Nikola Jokic,Nikola,1610612743,DEN,27.0,36,22,14,0.611,3.9,0.6,1.0,0.1,2.1,1.1,0.8,0.9,3.7,0.2,0.2,0.5,1.4,7.3,17,10,401,113,51,16,4,102,2,377,273,471,41,40,480,409,4,4,2021-22,Regular%20Season
Players,202696,Nikola Vucevic,Nikola,1610612741,CHI,31.0,36,22,14,0.611,3.3,0.2,0.2,0.0,0.7,0.8,0.9,0.4,2.8,0.1,0.0,0.3,0.3,2.6,17,10,401,113,125,153,122,158,97,281,311,312,149,101,1,289,172,146,2021-22,Regular%20Season
Players,1626181,Norman Powell,Norman,1610612746,LAC,29.0,19,6,13,0.316,3.1,0.4,0.1,0.2,0.3,1.4,0.9,0.9,2.6,0.1,0.0,0.4,0.4,3.1,184,231,380,406,158,44,240,54,219,443,305,466,178,80,1,336,109,109,2021-22,Regular%20Season
Players,1628384,O.G. Anunoby,O.G.,1610612761,TOR,24.0,25,15,10,0.6,4.2,0.6,0.8,0.2,1.1,0.8,1.2,0.4,2.7,0.3,0.1,0.2,0.3,5.4,111,68,322,125,25,13,5,47,33,258,421,273,161,17,431,206,170,17,2021-22,Regular%20Season
Players,1630167,Obi Toppin,Obi,1610612752,NYK,24.0,14,5,9,0.357,1.4,0.0,0.0,0.0,0.3,1.0,0.4,0.4,0.9,0.1,0.1,0.3,0.0,1.1,224,247,298,371,400,241,245,158,227,332,138,271,413,120,369,248,344,353,2021-22,Regular%20Season
Players,1630846,Olivier Sarr,Olivier,1610612760,OKC,23.0,4,2,2,0.5,3.6,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2.5,0.0,0.0,0.5,0.0,1.4,369,339,100,206,82,22,22,158,149,161,164,1,203,199,1,415,344,309,2021-22,Regular%20Season
Players,1630209,Omer Yurtseven,Omer,1610612748,MIA,24.0,6,3,3,0.5,1.2,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.9,326,304,139,206,425,241,245,158,317,113,129,255,419,199,1,1,344,371,2021-22,Regular%20Season
